PSFILTER |1257325|prod|2|Y|228466|||1005,1011,1029,1639,1669,1740,1742,1745,1746|1011,1003,1529,1017,1005,1004,1022,1027,1689,1797,1519,1808,1746,1821,1006,1818,1819,1801,1828,1749,1669,1825,1014,1823,1025,1599,1741|2~~N~N|||1545609600,1545609600,1543968000||N
PSFILTER |1338365|prod|2|Y|1912445,1502538,224706,1502528,1810328,1502518||||1011,1003,1529,1017,1005,1004,1022,1027,1689,1797,1519,1808,1746,1821,1006,1818,1819,1801,1828,1749,1669,1825,1014,1823,1025,1599,1741|2~8#16~N~N|||1558569600,1558569600,1543968000||N
PSFILTER |1257325|prod|2|Y|228466|||1005,1011,1029,1639,1669,1740,1742,1745,1746|1011,1003,1529,1017,1005,1004,1022,1027,1689,1797,1519,1808,1746,1821,1006,1818,1819,1801,1828,1749,1669,1825,1014,1823,1025,1599,1741|2~~N~N|||1545609600,1545609600,1543968000||N
PSFILTER |1429205|prod|2|Y|1342478,938795||||1011,1003,1529,1017,1005,1004,1022,1027,1689,1797,1519,1808,1746,1821,1006,1818,1819,1801,1828,1749,1669,1825,1014,1823,1025,1599,1741|3~10~N~N|||1545868800,1545868800,1543968000||N
PSFILTER |1338355|prod|2|Y|548145,1051668,445645,1648958,564555,1591508,1658228,553165,15474,642325,1658298,1052758,788435,425125,351305,938095,2096985,563765,2000855,238416,84835,398275,560065,1428418,1609208,425195,1052068,1483758,220836,552465,1652818,1942795,744975,566045,1123648,398445,2004595,398345,1050068,864965,2136765,2249185,90689,1648798,1652558,863355,398035,1437708,864805,1483648,2141945,793605,551955,1163688,1695158,1048418,337125,1223038,91648,398335,864915,1431598,398045,246346,368125,108662,1757858,1605058,351525,566535,1559058,351375,1661038,937985,115992,1674098,1978645,574315,1650058,749725,78244,1922085,2111965,595095,425085,564495,1649988,559265,229366,553205,367875,789055,1921125,89322,335305,108052,254056,245696,356755,749695,556155,1650498,298555,15714,15774,233536,642315,1648968,318275,1670828,1437888,1164408,553125,312165,2301625,566065,955635,547985,564615,1648778,395245,2248125,1957635,1068978,89392,1129538,239926,1658328,101802,61634,1643378,1423088,425225,332065,557035,559985,1702388,398235,1048818,937965,788495,938105,394755,90858,1873355,422745,2096415,312225,229306,555395,247296,223176,547785,397725,1067458,397685,861445,641565,14784,185046,937875,398055,555635,1591308,553045,744925||||1011,1003,1529,1017,1005,1004,1022,1027,1689,1797,1519,1808,1746,1821,1006,1818,1819,1801,1828,1749,1669,1825,1014,1823,1025,1599,1741|3~14~N~N|||1545696000,1545696000,1543968000||N
PSFILTER |1493155|prod|2|Y|77374||||1011,1003,1529,1017,1005,1004,1022,1027,1689,1797,1519,1808,1746,1821,1006,1818,1819,1801,1828,1749,1669,1825,1014,1823,1025,1599,1741|3~~N~N|||1552176000,1552176000,1543968000||N
PSFILTER |1471975|prod|2|Y|364385,24394,868255,23904,388825,995485,98298,23924,388485,351665,363815,386925,928945,380835,351675,314765,228296,1602668,1593188,888985,384305,69004,467845,24404,231986,24224,384265,383825,1919345,24024,24184,384365,928925,388045,24234,467255,231796,380855,353875,24064,68994,24014,1945515||||1011,1003,1529,1017,1005,1004,1022,1027,1689,1797,1519,1808,1746,1821,1006,1818,1819,1801,1828,1749,1669,1825,1014,1823,1025,1599,1741|1~~N~N|||1548806400,1548806400,1543968000||N
PSFILTER |1568685|prod|2|Y|1354||||1011,1003,1529,1017,1005,1004,1022,1027,1689,1797,1519,1808,1746,1821,1006,1818,1819,1801,1828,1749,1669,1825,1014,1823,1025,1599,1741|2~~N~N|||1545177600,1545177600,1543968000||N
PSFILTER |993565|prod|2|Y|1513198||8,64,16,32||1011,1003,1529,1017,1005,1004,1022,1027,1689,1797,1519,1808,1746,1821,1006,1818,1819,1801,1828,1749,1669,1825,1014,1823,1025,1599,1741|2~~N~N|||1545868800,1545868800,1543968000||N
PSFILTER |1493155|prod|2|Y|27994||||1011,1003,1529,1017,1005,1004,1022,1027,1689,1797,1519,1808,1746,1821,1006,1818,1819,1801,1828,1749,1669,1825,1014,1823,1025,1599,1741|2~~N~N|||1546300800,1546300800,1543968000||N
PSFILTER |1348455|prod|2|Y||||1005,1669,1699,1821|1011,1003,1529,1017,1005,1004,1022,1027,1689,1797,1519,1808,1746,1821,1006,1818,1819,1801,1828,1749,1669,1825,1014,1823,1025,1599,1741|2~~N~N|||1545609600,1545609600,1543968000||N
PSFILTER |588145|prod|2|N|631205||||1011,1003,1529,1017,1005,1004,1022,1027,1689,1797,1519,1808,1746,1821,1006,1818,1819,1801,1828,1749,1669,1825,1014,1823,1025,1599,1741|1~~N~N|||1550534400,1550534400,1543968000||N
